_id,Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA,CAQF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
13115,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000008,"",234.6,174,66.7,"",285,"",213,"",81,"",1.3
13116,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000021,"",280.2,234.5,78.4,"",372,"",312,"",105,"",1.2
13117,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000028,"",216.6,175.5,54.7,"",237,"",195,"",60,"",1.2
13118,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000026,"",203.4,167.1,72.1,"",231,"",189,"",78,"",1.2
13119,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000005,"",90.6,70.6,29.6,"",45,"",36,"",15,"",1.3
13120,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000006,"",60.3,56.4,21.1,"",90,"",84,"",33,"",1.1
13121,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000045,"",135.7,110.8,57.5,"",144,"",117,"",63,"",1.2
13122,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000039,"",419.3,315.6,127.4,"",357,"",267,"",108,"",1.3
13123,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000042,"",146.4,127.2,45.5,"",195,"",168,"",60,"",1.2
13124,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000036,"",259.1,199.8,83.4,"",1137,"",876,"",366,"",1.3
13125,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000014,"",100.8,87.2,33.7,"",156,"",135,"",51,"",1.2
13126,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000047,"",162.5,130.6,54.4,"",582,"",468,"",195,"",1.2
13127,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000049,"",357.5,284.7,100.9,"",1875,"",1494,"",540,"",1.3
13128,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000017,"",253.5,192.5,66.2,"",606,"",459,"",156,"",1.3
13129,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000018,"",302.1,266.7,98.8,"",240,"",213,"",78,"",1.1
13130,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000050,"",217.3,184.2,77.8,"",708,"",597,"",252,"",1.2
13131,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000029,"",227.5,181.2,78.4,"",696,"",558,"",240,"",1.2
13132,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000010,"",160.8,133.5,57.3,"",159,"",132,"",57,"",1.2
13133,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000040,"",183.5,159.9,75.9,"",312,"",273,"",132,"",1.1
13134,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000019,"",201.9,163.3,73.9,"",165,"",135,"",60,"",1.2
13135,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000020,"",35.4,32.7,13.1,"",33,"",30,"",12,"",1.1
13136,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000013,"",149.5,128.9,27,"",45,"",39,"",9,"",1.2
13137,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000023,"",146.7,131.2,59.6,"",36,"",30,"",15,"",1.2
13138,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000048,"",116.1,88.4,35,"",174,"",132,"",51,"",1.3
13139,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000038,"",397.8,292.5,118.1,"",678,"",495,"",201,"",1.4
13140,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000011,"",188,133.2,60.3,"",162,"",117,"",54,"",1.4
13141,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000027,"",108.8,97.2,21.2,"",27,"",24,"",6,"",1.1
13142,M&B - Harmful Use,F10.1,"",Combined,2013/14,S12000030,"",97.3,84.4,32.3,"",84,"",72,"",30,"",1.2
13143,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000033,"",224.7,190.3,73.3,"",474,"",405,"",162,"",1.2
13144,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000034,"",89.2,80.5,44.3,"",228,"",207,"",114,"",1.1
13145,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000041,"",85.1,80.2,39.9,"",99,"",93,"",45,"",1.1
13146,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000035,"",197.8,149.8,69,"",180,"",138,"",63,"",1.3
13147,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000008,"",226.3,164.9,50,"",270,"",195,"",57,"",1.4
13148,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000021,"",269.7,215.4,73.6,"",369,"",294,"",102,"",1.3
13149,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000028,"",203.1,163.5,64.5,"",234,"",189,"",78,"",1.2
13150,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000026,"",140.5,122.4,57.5,"",162,"",141,"",69,"",1.1
13151,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000005,"",109.7,102.6,36.6,"",57,"",54,"",18,"",1.1
13152,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000006,"",48.7,42.7,16.4,"",75,"",66,"",24,"",1.1
13153,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000045,"",111.3,93,47.9,"",117,"",96,"",48,"",1.2
13154,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000039,"",427.5,325.9,134.1,"",360,"",273,"",111,"",1.3
13155,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000042,"",168.2,147.5,63.5,"",225,"",198,"",87,"",1.1
13156,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000036,"",257,198.9,79.4,"",1128,"",870,"",348,"",1.3
13157,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000014,"",123.3,105.9,45.3,"",192,"",165,"",69,"",1.2
13158,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000047,"",170,135.9,56.6,"",618,"",495,"",204,"",1.2
13159,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000049,"",373.7,308,115.5,"",1962,"",1623,"",618,"",1.2
13160,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000017,"",247.5,178.3,64.9,"",591,"",426,"",153,"",1.4
13161,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000018,"",396.1,319.8,144.1,"",321,"",261,"",117,"",1.2
13162,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000050,"",200.6,170.3,76.5,"",648,"",549,"",243,"",1.2
13163,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000029,"",223.1,178.5,78.7,"",684,"",552,"",240,"",1.2
13164,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000010,"",196.4,135.8,64.5,"",198,"",138,"",66,"",1.4
13165,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000040,"",185.2,154.1,65.7,"",315,"",261,"",111,"",1.2
13166,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000019,"",208.9,166.4,75.3,"",177,"",138,"",63,"",1.3
13167,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000020,"",26.5,23.5,7.6,"",24,"",21,"",6,"",1.1
13168,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000013,"",93.1,74.3,23.1,"",30,"",24,"",9,"",1.3
13169,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000023,"",169.4,139.5,45.6,"",39,"",30,"",12,"",1.3
13170,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000048,"",139.1,106.8,42.8,"",210,"",162,"",66,"",1.3
13171,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000038,"",458.7,327.6,147.7,"",789,"",558,"",249,"",1.4
13172,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000011,"",157.7,125.1,59.9,"",141,"",111,"",54,"",1.3
13173,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000027,"",131.8,120,61.9,"",30,"",27,"",15,"",1.1
13174,M&B - Harmful Use,F10.1,"",Combined,2014/15,S12000030,"",82.4,77,31.5,"",69,"",66,"",27,"",1
13175,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000033,"",215.8,174.1,61,"",456,"",369,"",135,"",1.2
13176,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000034,"",75.5,62.1,27.2,"",198,"",162,"",69,"",1.2
13177,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000041,"",85.3,73.7,32.7,"",102,"",87,"",36,"",1.2
13178,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000035,"",163.4,129.7,51.3,"",150,"",120,"",51,"",1.3
13179,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000008,"",222.4,182.4,71.6,"",264,"",219,"",87,"",1.2
13180,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000021,"",277.9,223.2,85.6,"",378,"",303,"",114,"",1.2
13181,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000028,"",206.5,165.1,59.6,"",231,"",186,"",69,"",1.2
13182,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000026,"",129.9,110.4,54.9,"",153,"",129,"",66,"",1.2
13183,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000005,"",134.5,117.7,57.2,"",69,"",60,"",30,"",1.2
13184,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000006,"",45.2,41.6,16.8,"",66,"",60,"",24,"",1.1
13185,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000045,"",133,114.2,50.6,"",144,"",123,"",54,"",1.2
13186,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000039,"",403.2,316.3,135.7,"",351,"",273,"",117,"",1.3
13187,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000042,"",153.8,132.1,63.4,"",204,"",177,"",84,"",1.2
13188,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000036,"",209.9,171.5,66.5,"",936,"",759,"",294,"",1.2
13189,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000014,"",135,115.2,54.2,"",210,"",180,"",84,"",1.2
13190,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000047,"",172.9,147,60.5,"",627,"",534,"",216,"",1.2
13191,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000049,"",408.9,333,132.6,"",2145,"",1746,"",696,"",1.2
13192,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000017,"",260.4,204,72.8,"",627,"",492,"",177,"",1.3
13193,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000018,"",469,375.9,159,"",375,"",300,"",126,"",1.3
13194,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000050,"",283.9,230.1,95.8,"",927,"",747,"",309,"",1.2
13195,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000029,"",238.3,183.5,73.1,"",744,"",570,"",225,"",1.3
13196,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000010,"",157.2,120.1,58.1,"",159,"",123,"",57,"",1.3
13197,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000040,"",181.6,143.5,64.7,"",318,"",249,"",114,"",1.3
13198,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000019,"",203.7,166.2,67.7,"",174,"",141,"",57,"",1.2
13199,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000020,"",32.8,25.3,12.8,"",30,"",24,"",12,"",1.3
13200,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000013,"",83.1,83.8,26.5,"",24,"",24,"",9,"",1
13201,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000023,"",58.8,58.8,21.3,"",15,"",15,"",6,"",1
13202,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000048,"",99.8,78.3,35.4,"",150,"",120,"",54,"",1.3
13203,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000038,"",403.4,289.2,128.7,"",702,"",501,"",222,"",1.4
13204,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000011,"",170.1,144.4,70.2,"",153,"",129,"",66,"",1.2
13205,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000027,"",170.2,121,56.3,"",39,"",27,"",12,"",1.4
13206,M&B - Harmful Use,F10.1,"",Combined,2015/16,S12000030,"",108.2,101.4,51.1,"",96,"",90,"",45,"",1.1
13207,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000033,"",187.5,161.8,64.7,"",396,"",345,"",141,"",1.1
13208,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000034,"",87.3,74.2,38.8,"",228,"",195,"",99,"",1.2
13209,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000041,"",68.9,57.2,21.6,"",81,"",69,"",27,"",1.2
13210,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000035,"",147,126.7,56.3,"",138,"",120,"",51,"",1.2
13211,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000008,"",221.6,169.6,49.5,"",267,"",204,"",60,"",1.3
13212,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000021,"",284.1,221.6,78.1,"",378,"",297,"",105,"",1.3
13213,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000028,"",251.1,201.4,70.5,"",288,"",228,"",81,"",1.3
13214,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000026,"",135.7,110.3,48.7,"",162,"",132,"",57,"",1.2
13215,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000005,"",132.8,113.2,37.2,"",69,"",57,"",18,"",1.2
13216,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000006,"",35.4,32.2,11.7,"",51,"",48,"",18,"",1.1
13217,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000045,"",149.2,122.7,48.9,"",159,"",132,"",54,"",1.2
13218,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000039,"",346.5,260.5,106.4,"",306,"",228,"",93,"",1.3
13219,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000042,"",130.1,120.6,44.9,"",174,"",162,"",60,"",1.1
13220,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000036,"",190,147.5,57.7,"",858,"",663,"",258,"",1.3
13221,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000014,"",101.6,91.3,40.7,"",159,"",144,"",63,"",1.1
13222,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000047,"",190.5,155.1,67.4,"",696,"",570,"",246,"",1.2
13223,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000049,"",447.7,351.1,138.5,"",2403,"",1884,"",747,"",1.3
13224,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000017,"",234.5,188.1,71.1,"",573,"",459,"",171,"",1.2
13225,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000018,"",404,323.7,124.8,"",327,"",261,"",99,"",1.3
13226,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000050,"",335.9,269.5,114,"",1101,"",885,"",372,"",1.2
13227,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000029,"",295.3,235.8,106,"",936,"",744,"",336,"",1.3
13228,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000010,"",119.4,99,44.1,"",129,"",105,"",45,"",1.2
13229,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000040,"",198.2,152.5,65.6,"",330,"",255,"",108,"",1.3
13230,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000019,"",173.4,141.7,64,"",153,"",123,"",57,"",1.2
13231,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000020,"",39.7,33.5,17.9,"",36,"",30,"",15,"",1.2
13232,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000013,"",139.2,127.1,39.7,"",39,"",36,"",12,"",1.1
13233,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000023,"",32.8,32.8,23.6,"",9,"",9,"",6,"",1
13234,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000048,"",93.9,78.6,31.3,"",138,"",117,"",48,"",1.2
13235,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000038,"",257.6,204.3,86.5,"",456,"",363,"",153,"",1.3
13236,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000011,"",133.5,111.5,60.3,"",120,"",102,"",54,"",1.2
13237,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000027,"",83.7,79.8,30,"",21,"",18,"",6,"",1.2
13238,M&B - Harmful Use,F10.1,"",Combined,2016/17,S12000030,"",98.6,94.2,47.5,"",87,"",84,"",45,"",1
13239,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000033,"",160.1,128.7,49.7,"",333,"",267,"",105,"",1.2
13240,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000034,"",62.4,53.3,26,"",168,"",141,"",69,"",1.2
13241,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000041,"",56.6,52.3,21.6,"",69,"",63,"",27,"",1.1
13242,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000035,"",130.1,116.6,49.7,"",117,"",105,"",48,"",1.1
13243,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000008,"",179.2,147.2,61.1,"",216,"",177,"",72,"",1.2
13244,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000021,"",231,192.3,68.6,"",312,"",261,"",93,"",1.2
13245,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000028,"",239,184.6,88.8,"",267,"",207,"",99,"",1.3
13246,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000026,"",131.4,120.8,60.4,"",153,"",141,"",72,"",1.1
13247,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000005,"",132.9,116.9,58.4,"",69,"",60,"",30,"",1.2
13248,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000006,"",47.8,43.6,23.7,"",72,"",66,"",36,"",1.1
13249,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000045,"",129.5,102.7,50.8,"",141,"",111,"",57,"",1.3
13250,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000039,"",335.8,261.8,105.2,"",294,"",228,"",90,"",1.3
13251,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000042,"",122.4,101.5,42.4,"",165,"",138,"",60,"",1.2
13252,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000036,"",177.4,146.8,61.7,"",804,"",660,"",273,"",1.2
13253,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000014,"",134,118.3,54.4,"",213,"",186,"",87,"",1.1
13254,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000047,"",192.7,154.4,72.8,"",705,"",564,"",264,"",1.3
13255,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000049,"",367.1,294.4,108.8,"",1956,"",1563,"",576,"",1.3
13256,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000017,"",242,182.9,66.7,"",591,"",447,"",162,"",1.3
13257,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000018,"",376.8,286.8,107.7,"",306,"",228,"",84,"",1.3
13258,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000050,"",365.1,295.2,123.4,"",1215,"",981,"",405,"",1.2
13259,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000029,"",298.2,242.1,107.3,"",951,"",768,"",339,"",1.2
13260,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000010,"",128.5,108.2,57.9,"",135,"",114,"",60,"",1.2
13261,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000040,"",183.9,150.8,65.6,"",318,"",261,"",114,"",1.2
13262,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000019,"",157.3,121.3,51,"",141,"",108,"",45,"",1.3
13263,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000020,"",61.8,56.8,28.9,"",60,"",54,"",27,"",1.1
13264,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000013,"",169.4,149.5,51.7,"",51,"",45,"",15,"",1.1
13265,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000023,"",119.7,90.2,59.6,"",27,"",21,"",15,"",1.3
13266,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000048,"",54.6,52,25.5,"",84,"",81,"",39,"",1
13267,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000038,"",237.2,193.4,79.3,"",417,"",339,"",138,"",1.2
13268,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000011,"",113.1,98.6,39,"",102,"",87,"",36,"",1.2
13269,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000027,"",121.7,71.6,43.3,"",30,"",18,"",9,"",1.7
13270,M&B - Harmful Use,F10.1,"",Combined,2017/18,S12000030,"",92.3,85.1,47.2,"",81,"",75,"",42,"",1.1
13271,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000033,"",166.7,130.6,45.5,"",348,"",273,"",96,"",1.3
13272,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000034,"",59,52.9,25.7,"",159,"",141,"",66,"",1.1
13273,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000041,"",69,59,19.4,"",81,"",69,"",24,"",1.2
13274,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000035,"",136,121.4,52.7,"",123,"",111,"",51,"",1.1
13275,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000008,"",167.1,141.7,59.4,"",201,"",171,"",72,"",1.2
13276,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000021,"",197.6,158.8,60.5,"",264,"",213,"",84,"",1.2
13277,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000028,"",213.4,167.6,62.6,"",240,"",189,"",72,"",1.3
13278,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000026,"",110.2,93.7,51.5,"",132,"",111,"",60,"",1.2
13279,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000005,"",175.3,157.9,84.1,"",90,"",81,"",42,"",1.1
13280,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000006,"",41.6,38.2,24.5,"",63,"",60,"",39,"",1.1
13281,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000045,"",128.8,108.7,54,"",135,"",114,"",57,"",1.2
13282,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000039,"",253.5,210.6,87.2,"",228,"",189,"",78,"",1.2
13283,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000042,"",110.5,89.4,38.8,"",147,"",120,"",54,"",1.2
13284,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000036,"",156.8,131.5,60.7,"",714,"",597,"",276,"",1.2
13285,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000014,"",125.7,113.2,57.1,"",198,"",177,"",90,"",1.1
13286,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000047,"",186.7,148.5,71.2,"",687,"",552,"",264,"",1.2
13287,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000049,"",325.8,267.2,103.7,"",1791,"",1470,"",573,"",1.2
13288,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000017,"",276.5,200.3,74.2,"",666,"",486,"",177,"",1.4
13289,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000018,"",429.7,352.1,152.6,"",342,"",282,"",120,"",1.2
13290,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000050,"",373.5,302.5,133.4,"",1233,"",999,"",435,"",1.2
13291,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000029,"",294.2,234.1,105,"",942,"",750,"",339,"",1.3
13292,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000010,"",95.6,89.9,46.4,"",99,"",93,"",48,"",1.1
13293,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000040,"",186.5,152.5,72.1,"",324,"",264,"",123,"",1.2
13294,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000019,"",104.4,98.7,55.1,"",93,"",90,"",48,"",1
13295,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000020,"",64.2,56.4,25.7,"",60,"",51,"",24,"",1.2
13296,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000013,"",209.8,173.1,48.4,"",63,"",51,"",15,"",1.2
13297,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000023,"",126.2,116.8,46,"",27,"",27,"",12,"",1
13298,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000048,"",77.1,63.5,27.6,"",120,"",99,"",42,"",1.2
13299,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000038,"",233.7,189.2,76.6,"",417,"",336,"",135,"",1.2
13300,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000011,"",128.4,113.7,57.6,"",117,"",105,"",51,"",1.1
13301,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000027,"",144,131.4,82,"",33,"",30,"",18,"",1.1
13302,M&B - Harmful Use,F10.1,"",Combined,2018/19,S12000030,"",97.7,92.4,41.8,"",84,"",81,"",36,"",1
13303,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000033,"",147.4,110.1,40.3,"",309,"",228,"",84,"",1.4
13304,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000034,"",57.8,52.1,29.7,"",153,"",138,"",78,"",1.1
13305,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000041,"",35.8,32.6,13.5,"",42,"",36,"",15,"",1.2
13306,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000035,"",131.6,119.7,55.8,"",120,"",111,"",48,"",1.1
13307,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000008,"",122.6,107.7,46.8,"",144,"",126,"",54,"",1.1
13308,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000021,"",149.9,133,55.6,"",204,"",180,"",75,"",1.1
13309,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000028,"",199.4,159,58.6,"",225,"",183,"",69,"",1.2
13310,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000026,"",132,102.4,48.4,"",168,"",126,"",60,"",1.3
13311,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000005,"",165.3,121.1,57.5,"",87,"",63,"",30,"",1.4
13312,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000006,"",66.1,60.4,36.2,"",102,"",93,"",57,"",1.1
13313,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000045,"",124.3,110,56.1,"",132,"",117,"",60,"",1.1
13314,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000039,"",277.9,223.7,102.3,"",243,"",198,"",90,"",1.2
13315,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000042,"",92.6,80.7,28.9,"",126,"",111,"",39,"",1.1
13316,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000036,"",183.6,146.5,66.3,"",858,"",684,"",312,"",1.3
13317,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000014,"",208.2,148.1,57.4,"",324,"",231,"",87,"",1.4
13318,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000047,"",188.9,156.3,69.5,"",699,"",579,"",258,"",1.2
13319,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000049,"",360,290.1,108.7,"",2019,"",1623,"",612,"",1.2
13320,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000017,"",263,199.8,75.5,"",639,"",486,"",183,"",1.3
13321,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000018,"",304.8,249.2,103.9,"",243,"",198,"",84,"",1.2
13322,M&B - Harmful Use,F10.1,"",Combined,2019/20,S12000050,"",354.3,281.9,119.7,"",1185,"",945,"",399,"",1.3
